,N,f,Fisher,kappa,inc_org
731,36,0.65000000000000013,True,35,53
732,87,0.70000000000000018,False,5,15
733,476,0.75000000000000022,False,45,28
734,70,0.80000000000000016,True,55,40
735,380,0.8500000000000002,True,30,81
736,308,0.90000000000000024,True,15,41
737,448,0.95000000000000029,True,25,29
738,473,0.10000000000000001,False,65,17
739,149,0.15000000000000002,False,30,13
740,146,0.20000000000000004,False,50,76
741,223,0.25000000000000006,False,20,60
742,335,0.30000000000000004,False,50,69
743,223,0.35000000000000009,True,20,75
744,312,0.40000000000000013,False,55,21
745,294,0.45000000000000007,False,40,2
746,337,0.50000000000000011,False,70,61
747,106,0.55000000000000016,True,45,80
748,284,0.6000000000000002,False,65,6
749,116,0.65000000000000013,True,70,25
750,364,0.70000000000000018,True,30,81
751,497,0.75000000000000022,True,45,85
752,488,0.80000000000000016,False,45,58
753,485,0.8500000000000002,False,5,41
754,74,0.90000000000000024,True,5,75
755,335,0.95000000000000029,True,50,72
756,152,0.10000000000000001,False,30,45
757,247,0.15000000000000002,False,10,20
758,165,0.20000000000000004,False,75,11
759,235,0.25000000000000006,False,15,43
760,342,0.30000000000000004,False,25,9
761,201,0.35000000000000009,False,65,77
762,296,0.40000000000000013,False,75,42
763,497,0.45000000000000007,False,5,64
764,212,0.50000000000000011,False,30,22
765,35,0.55000000000000016,True,10,7
766,210,0.6000000000000002,False,15,19
767,384,0.65000000000000013,True,75,67
768,498,0.70000000000000018,False,15,44
769,372,0.75000000000000022,False,65,10
770,399,0.80000000000000016,True,40,38
771,116,0.8500000000000002,True,65,7
772,322,0.90000000000000024,True,10,34
773,293,0.95000000000000029,True,25,39
774,218,0.10000000000000001,False,65,52
775,367,0.15000000000000002,False,55,13
776,436,0.20000000000000004,False,35,68
777,448,0.25000000000000006,False,65,2
778,269,0.30000000000000004,False,10,9
779,370,0.35000000000000009,False,25,32
780,25,0.40000000000000013,False,25,34
781,139,0.45000000000000007,False,75,29
782,308,0.50000000000000011,False,45,74
783,258,0.55000000000000016,False,5,27
784,384,0.6000000000000002,False,65,29
785,337,0.65000000000000013,False,55,31
786,259,0.70000000000000018,False,25,35
787,97,0.75000000000000022,False,35,13
788,149,0.80000000000000016,True,60,21
789,270,0.8500000000000002,True,20,80
790,105,0.90000000000000024,True,25,27
791,34,0.95000000000000029,False,70,45
792,158,0.10000000000000001,False,25,25
793,272,0.15000000000000002,False,5,8
794,413,0.20000000000000004,False,40,5
795,236,0.25000000000000006,False,75,40
796,175,0.30000000000000004,True,70,87
797,351,0.35000000000000009,False,70,71
798,187,0.40000000000000013,False,40,11
799,453,0.45000000000000007,False,40,25
800,379,0.50000000000000011,False,60,7
801,163,0.55000000000000016,True,65,82
802,365,0.6000000000000002,False,50,60
803,136,0.65000000000000013,True,15,63
804,139,0.70000000000000018,False,65,9
805,285,0.75000000000000022,True,15,60
806,294,0.80000000000000016,True,60,57
807,222,0.8500000000000002,True,5,89
808,103,0.90000000000000024,False,60,52
809,267,0.95000000000000029,True,75,28
810,201,0.10000000000000001,False,30,35
811,297,0.15000000000000002,False,50,86
812,378,0.20000000000000004,False,50,84
813,454,0.25000000000000006,False,20,28
814,143,0.30000000000000004,False,5,59
815,212,0.35000000000000009,False,35,57
816,97,0.40000000000000013,False,75,71
817,431,0.45000000000000007,False,45,0
818,374,0.50000000000000011,False,65,61
819,251,0.55000000000000016,False,25,48
820,222,0.6000000000000002,False,40,43
821,463,0.65000000000000013,False,60,21
822,207,0.70000000000000018,True,20,2
823,354,0.75000000000000022,False,60,14
824,221,0.80000000000000016,True,40,26
825,333,0.8500000000000002,False,15,11
826,64,0.90000000000000024,True,5,58
827,248,0.95000000000000029,True,20,9
828,261,0.10000000000000001,False,5,27
829,358,0.15000000000000002,False,35,39
830,379,0.20000000000000004,False,70,42
831,118,0.25000000000000006,False,55,60
832,203,0.30000000000000004,False,35,70
833,487,0.35000000000000009,False,30,82
834,53,0.40000000000000013,False,30,21
835,250,0.45000000000000007,False,5,16
836,497,0.50000000000000011,True,45,81
837,316,0.55000000000000016,False,15,62
838,461,0.6000000000000002,True,75,83
839,71,0.65000000000000013,True,70,76
840,67,0.70000000000000018,True,15,65
841,290,0.75000000000000022,True,75,61
842,68,0.80000000000000016,True,50,16
843,412,0.8500000000000002,True,35,54
844,241,0.90000000000000024,True,15,72
845,448,0.95000000000000029,True,10,41
846,136,0.10000000000000001,False,55,19
847,440,0.15000000000000002,False,25,34
848,235,0.20000000000000004,False,10,65
849,136,0.25000000000000006,False,30,83
850,484,0.30000000000000004,False,55,71
851,400,0.35000000000000009,False,40,8
852,18,0.40000000000000013,False,60,22
853,131,0.45000000000000007,False,60,79
854,23,0.50000000000000011,True,30,34
855,292,0.55000000000000016,True,60,87
856,100,0.6000000000000002,False,40,58
857,398,0.65000000000000013,False,10,33
858,484,0.70000000000000018,False,75,52
859,177,0.75000000000000022,True,75,79
860,382,0.80000000000000016,True,75,58
861,315,0.8500000000000002,True,30,58
862,119,0.90000000000000024,True,45,51
863,278,0.95000000000000029,True,60,66
864,339,0.10000000000000001,False,15,42
865,263,0.15000000000000002,False,40,44
866,364,0.20000000000000004,False,10,37
867,345,0.25000000000000006,False,10,61
868,489,0.30000000000000004,False,60,82
869,194,0.35000000000000009,False,20,65
870,499,0.40000000000000013,False,5,78
871,358,0.45000000000000007,False,10,87
872,377,0.50000000000000011,False,10,58
873,373,0.55000000000000016,False,20,19
874,283,0.6000000000000002,False,15,15
875,413,0.65000000000000013,True,65,89
876,302,0.70000000000000018,False,35,22
877,328,0.75000000000000022,False,75,42
878,260,0.80000000000000016,True,30,43
879,56,0.8500000000000002,True,45,60
880,443,0.90000000000000024,True,45,72
881,321,0.95000000000000029,True,20,57
882,410,0.10000000000000001,False,60,42
883,286,0.15000000000000002,False,10,36
884,422,0.20000000000000004,False,5,60
885,17,0.25000000000000006,False,20,74
886,203,0.30000000000000004,False,35,10
887,424,0.35000000000000009,False,50,25
888,459,0.40000000000000013,False,5,28
889,243,0.45000000000000007,False,40,26
890,349,0.50000000000000011,False,60,48
891,463,0.55000000000000016,False,45,58
892,196,0.6000000000000002,True,70,86
893,137,0.65000000000000013,True,75,12
894,469,0.70000000000000018,False,15,5
895,499,0.75000000000000022,False,55,10
896,322,0.80000000000000016,True,20,21
897,479,0.8500000000000002,False,5,21
898,209,0.90000000000000024,True,55,35
899,121,0.95000000000000029,True,25,63
900,483,0.10000000000000001,False,20,62
901,412,0.15000000000000002,False,60,28
902,110,0.20000000000000004,False,10,61
903,455,0.25000000000000006,False,15,81
904,395,0.30000000000000004,False,70,64
905,24,0.35000000000000009,False,50,22
906,427,0.40000000000000013,False,10,0
907,48,0.45000000000000007,True,30,81
908,415,0.50000000000000011,True,5,2
909,456,0.55000000000000016,True,35,86
910,220,0.6000000000000002,False,25,71
911,396,0.65000000000000013,True,50,84
912,491,0.70000000000000018,False,60,13
913,397,0.75000000000000022,False,35,47
914,11,0.80000000000000016,True,55,70
915,259,0.8500000000000002,True,10,59
916,402,0.90000000000000024,False,5,45
917,428,0.95000000000000029,True,65,80
918,482,0.10000000000000001,False,65,65
919,354,0.15000000000000002,False,65,25
920,369,0.20000000000000004,False,10,7
921,381,0.25000000000000006,False,70,16
922,126,0.30000000000000004,False,30,23
923,335,0.35000000000000009,False,50,15
924,429,0.40000000000000013,False,20,18
925,56,0.45000000000000007,True,55,78
926,321,0.50000000000000011,False,45,45
927,355,0.55000000000000016,False,15,60
928,86,0.6000000000000002,False,40,5
929,179,0.65000000000000013,False,70,34
930,494,0.70000000000000018,False,70,44
931,472,0.75000000000000022,False,75,54
932,474,0.80000000000000016,True,30,39
933,196,0.8500000000000002,False,10,51
934,40,0.90000000000000024,True,70,82
935,483,0.95000000000000029,True,55,0
936,491,0.10000000000000001,False,55,89
937,46,0.15000000000000002,False,45,40
938,326,0.20000000000000004,False,65,13
939,401,0.25000000000000006,False,35,1
940,260,0.30000000000000004,False,30,53
941,324,0.35000000000000009,False,60,75
942,32,0.40000000000000013,False,25,19
943,192,0.45000000000000007,False,20,40
944,323,0.50000000000000011,False,20,17
945,165,0.55000000000000016,False,70,55
946,488,0.6000000000000002,False,10,1
947,338,0.65000000000000013,False,60,19
948,429,0.70000000000000018,True,25,87
949,108,0.75000000000000022,True,55,51
950,300,0.80000000000000016,False,5,9
951,156,0.8500000000000002,True,45,15
952,374,0.90000000000000024,False,30,19
953,131,0.95000000000000029,True,15,53
954,98,0.10000000000000001,False,5,39
955,140,0.15000000000000002,False,40,69
956,105,0.20000000000000004,False,65,51
957,91,0.25000000000000006,False,50,39
958,203,0.30000000000000004,False,65,32
959,230,0.35000000000000009,False,25,54
960,89,0.40000000000000013,True,45,83
961,487,0.45000000000000007,False,60,51
962,223,0.50000000000000011,True,70,67
963,269,0.55000000000000016,False,75,49
964,134,0.6000000000000002,False,40,36
965,403,0.65000000000000013,False,45,3
966,467,0.70000000000000018,False,75,38
967,461,0.75000000000000022,False,20,4
968,37,0.80000000000000016,True,35,77
969,20,0.8500000000000002,True,35,67
970,486,0.90000000000000024,True,10,69
971,73,0.95000000000000029,False,30,89
972,437,0.10000000000000001,False,60,49
973,365,0.15000000000000002,False,10,22
974,446,0.20000000000000004,False,35,38
975,108,0.25000000000000006,False,25,34
976,311,0.30000000000000004,False,70,34
977,47,0.35000000000000009,False,25,61
978,113,0.40000000000000013,False,40,6
979,310,0.45000000000000007,False,35,17
980,460,0.50000000000000011,False,25,30
981,130,0.55000000000000016,True,65,75
982,220,0.6000000000000002,False,75,9
983,118,0.65000000000000013,True,25,2
984,362,0.70000000000000018,False,15,12
985,445,0.75000000000000022,False,30,25
986,14,0.80000000000000016,True,30,64
987,199,0.8500000000000002,True,10,79
988,155,0.90000000000000024,True,15,12
989,11,0.95000000000000029,True,65,31
990,115,0.10000000000000001,False,45,88
991,264,0.15000000000000002,False,30,23
992,40,0.20000000000000004,True,20,74
993,238,0.25000000000000006,False,35,43
994,129,0.30000000000000004,False,40,47
995,41,0.35000000000000009,True,25,5
996,303,0.40000000000000013,False,70,20
997,21,0.45000000000000007,False,50,27
998,413,0.50000000000000011,False,55,7
999,68,0.55000000000000016,True,50,11
1000,124,0.6000000000000002,True,50,5
1001,330,0.65000000000000013,False,50,2
1002,412,0.70000000000000018,False,20,73
1003,213,0.75000000000000022,False,20,46
1004,403,0.80000000000000016,False,70,11
1005,440,0.8500000000000002,True,65,9
1006,326,0.90000000000000024,True,25,70
1007,452,0.95000000000000029,False,30,41
1008,335,0.10000000000000001,False,60,87
1009,493,0.15000000000000002,False,45,21
1010,260,0.20000000000000004,False,75,32
1011,274,0.25000000000000006,False,40,32
1012,200,0.30000000000000004,False,55,30
1013,126,0.35000000000000009,True,75,67
1014,164,0.40000000000000013,False,30,30
1015,491,0.45000000000000007,False,5,25
1016,46,0.50000000000000011,True,70,55
1017,428,0.55000000000000016,False,20,18
1018,449,0.6000000000000002,False,65,7
1019,263,0.65000000000000013,False,5,86
1020,188,0.70000000000000018,False,25,71
1021,123,0.75000000000000022,True,75,62
1022,269,0.80000000000000016,False,40,21
1023,53,0.8500000000000002,True,5,50
1024,407,0.90000000000000024,True,5,16
1025,350,0.95000000000000029,True,65,72
1026,46,0.10000000000000001,False,25,16
1027,97,0.15000000000000002,False,45,54
1028,434,0.20000000000000004,False,55,86
1029,267,0.25000000000000006,False,30,82
1030,316,0.30000000000000004,False,55,58
1031,337,0.35000000000000009,False,75,88
1032,235,0.40000000000000013,False,5,49
1033,344,0.45000000000000007,False,65,11
1034,341,0.50000000000000011,False,20,68
1035,173,0.55000000000000016,False,50,26
1036,265,0.6000000000000002,False,5,85
1037,455,0.65000000000000013,False,25,55
1038,395,0.70000000000000018,True,60,82
1039,82,0.75000000000000022,True,10,84
1040,401,0.80000000000000016,True,10,81
1041,345,0.8500000000000002,True,40,40
1042,13,0.90000000000000024,True,45,49
1043,499,0.95000000000000029,True,70,17
1044,73,0.10000000000000001,False,50,66
1045,41,0.15000000000000002,False,15,57
1046,300,0.20000000000000004,False,60,60
1047,302,0.25000000000000006,False,15,17
1048,116,0.30000000000000004,False,25,59
1049,320,0.35000000000000009,False,55,58
1050,466,0.40000000000000013,False,30,41
1051,218,0.45000000000000007,False,30,29
1052,230,0.50000000000000011,False,50,25
1053,243,0.55000000000000016,True,30,87
1054,495,0.6000000000000002,True,60,72
1055,306,0.65000000000000013,True,35,45
1056,161,0.70000000000000018,True,50,87
1057,105,0.75000000000000022,True,35,13
1058,390,0.80000000000000016,False,60,21
1059,378,0.8500000000000002,True,40,33
1060,284,0.90000000000000024,False,25,14
1061,151,0.95000000000000029,False,75,83
1062,385,0.10000000000000001,False,25,88
1063,204,0.15000000000000002,False,5,42
1064,62,0.20000000000000004,False,45,87
1065,145,0.25000000000000006,False,65,3
1066,100,0.30000000000000004,False,40,6
1067,178,0.35000000000000009,False,70,78
1068,467,0.40000000000000013,False,20,57
1069,211,0.45000000000000007,False,5,29
1070,196,0.50000000000000011,False,40,0
1071,363,0.55000000000000016,True,45,81
1072,181,0.6000000000000002,True,65,70
1073,327,0.65000000000000013,True,60,1
1074,488,0.70000000000000018,True,35,81
1075,223,0.75000000000000022,True,60,36
1076,139,0.80000000000000016,True,70,17
1077,327,0.8500000000000002,True,45,87
1078,32,0.90000000000000024,True,20,15
1079,192,0.95000000000000029,True,65,68
1080,81,0.10000000000000001,False,5,82
1081,219,0.15000000000000002,False,5,9
1082,288,0.20000000000000004,False,40,50
1083,320,0.25000000000000006,False,30,15
1084,24,0.30000000000000004,True,75,41
1085,208,0.35000000000000009,False,65,54
1086,393,0.40000000000000013,False,35,19
1087,206,0.45000000000000007,False,25,32
1088,164,0.50000000000000011,False,65,43
1089,302,0.55000000000000016,False,40,42
1090,133,0.6000000000000002,True,50,72
1091,490,0.65000000000000013,False,10,54
1092,397,0.70000000000000018,False,5,78
1093,343,0.75000000000000022,False,30,47
1094,454,0.80000000000000016,True,65,35
1095,81,0.8500000000000002,True,50,20
1096,361,0.90000000000000024,True,25,38
1097,143,0.95000000000000029,True,10,43
1098,403,0.10000000000000001,False,60,85
1099,412,0.15000000000000002,False,70,44
1100,239,0.20000000000000004,False,30,32
1101,396,0.25000000000000006,False,25,84
1102,339,0.30000000000000004,False,30,37
1103,145,0.35000000000000009,False,15,0
1104,105,0.40000000000000013,False,5,77
1105,435,0.45000000000000007,False,5,8
1106,45,0.50000000000000011,False,35,9
1107,280,0.55000000000000016,False,25,38
1108,173,0.6000000000000002,True,5,46
1109,52,0.65000000000000013,False,5,28
1110,403,0.70000000000000018,True,75,78
1111,180,0.75000000000000022,True,35,53
1112,287,0.80000000000000016,False,35,13
1113,453,0.8500000000000002,False,5,64
1114,428,0.90000000000000024,True,75,82
1115,350,0.95000000000000029,True,50,74
1116,268,0.10000000000000001,False,50,79
1117,163,0.15000000000000002,False,60,4
1118,66,0.20000000000000004,False,45,71
1119,161,0.25000000000000006,False,5,36
1120,156,0.30000000000000004,False,15,25
1121,142,0.35000000000000009,False,55,69
1122,354,0.40000000000000013,False,20,40
1123,374,0.45000000000000007,False,60,75
1124,181,0.50000000000000011,True,70,87
1125,133,0.55000000000000016,True,50,50
1126,390,0.6000000000000002,True,70,76
1127,498,0.65000000000000013,False,35,61
1128,181,0.70000000000000018,False,20,45
1129,27,0.75000000000000022,True,45,81
1130,457,0.80000000000000016,False,10,46
1131,52,0.8500000000000002,True,70,32
1132,299,0.90000000000000024,False,45,21
1133,251,0.95000000000000029,False,30,20
1134,350,0.10000000000000001,False,45,25
1135,355,0.15000000000000002,False,10,50
1136,103,0.20000000000000004,False,5,61
1137,75,0.25000000000000006,False,25,81
1138,420,0.30000000000000004,False,40,15
1139,208,0.35000000000000009,False,40,44
1140,131,0.40000000000000013,False,40,17
1141,339,0.45000000000000007,False,55,38
1142,80,0.50000000000000011,False,65,47
1143,226,0.55000000000000016,False,25,48
1144,65,0.6000000000000002,True,35,32
1145,321,0.65000000000000013,False,55,69
1146,395,0.70000000000000018,True,15,61
